date,area_assessed_as_russia_controlled,name,change_in_area_assessed_as_russia_controlled,change_in_area_assessed_as_russia_controlled_in_past_7_days,change_in_area_assessed_as_russia_controlled_in_past_30_days,area_assessed_as_russia_controlled_percent
2022-09-24,115836564303.977,UkraineControlMapAO24SEP2022.zip,-305484326.552948,-799184135.7185059,-8905317765.935547,0.191900581656214
2022-09-25,115610402183.025,UkraineControlMapAO25SEP2022.zip,-226162120.95251465,-992047715.0653076,-9131479886.888062,0.191525910300756
2022-09-26,115610402183.025,UkraineControlMapAO26SEP2022.zip,0,-992047715.0653076,-9131479886.888062,0.191525910300756
2022-09-27,115595629480.66,UkraineControlMapAO27SEP2022.zip,-14772702.365020752,-1006820417.4303284,-9146252589.253082,0.191501437111366
2022-09-28,115355626827.68,UkraineControlMapAO28SEP2022.zip,-240002652.9800415,-1242396274.440567,-9386255242.233124,0.191103836846004
2022-09-29,115355626827.68,UkraineControlMapAO29SEP2022.zip,0,-972154821.8211212,-9344575964.509186,0.191103836846004
2022-09-30,115289675561.506,UkraineControlMapAO30SEP2022.zip,-65951266.17388916,-852373069.0244141,-9410527230.683075,0.190994578716537
2022-10-01,115157068681.237,UkraineControlMapAO01OCT2022.zip,-132606880.26916504,-679495622.7406311,-9496071149.443481,0.1907748956
2022-10-02,114948454347.595,UkraineControlMapAO02OCT2022.zip,-208614333.64207458,-661947835.430191,-9536921481.051773,0.190429294776907
2022-10-03,114044142288.71,UkraineControlMapAO03OCT2022.zip,-904312058.8842316,-1566259894.3144226,-10441233539.936005,0.188931166693245
2022-10-04,113108830649.541,UkraineControlMapAO04OCT2022.zip,-935311639.1696777,-2486798831.1190796,-11269478120.810394,0.187381683171657
2022-10-05,112945294638.112,UkraineControlMapAO05OCT2022.zip,-163536011.42852783,-2410332189.567566,-11433014132.238922,0.187110761326698
2022-10-06,112902588440.116,UkraineControlMapAO06OCT2022.zip,-42706197.996398926,-2453038387.563965,-11347438843.079102,0.187040012126866
2022-10-07,112700057446.483,UkraineControlMapAO07OCT2022.zip,-202530993.6330719,-2589618115.0231476,-10991754699.71228,0.186704489265711
2022-10-08,112700057446.483,UkraineControlMapAO08OCT2022.zip,0,-2457011234.7539825,-10362788167.375351,0.186704489265711
2022-10-09,112496806384.735,UkraineControlMapAO09OCT2022.zip,-203251061.74765015,-2451647962.859558,-9370790686.531525,0.186367773504104
2022-10-10,112461317065.382,UkraineControlMapAO10OCT2022.zip,-35489319.35340881,-1582825223.3287354,-5962821963.434525,0.186308980142375
2022-10-11,112461317065.382,UkraineControlMapAO11OCT2022.zip,0,-647513584.1590576,-4164554445.162018,0.186308980142375
2022-10-12,112461317065.382,UkraineControlMapAO12OCT2022.zip,0,-483977572.7305298,-4893732072.140366,0.186308980142375
2022-10-13,112461317065.382,UkraineControlMapAO13OCT2022.zip,0,-441271374.73413086,-4862171197.32666,0.186308980142375
2022-10-14,112422756216.132,UkraineControlMapAO14OCT2022.zip,-38560849.249694824,-277301230.3507538,-4893257776.093033,0.186245098332304
2022-10-15,112422756216.132,UkraineControlMapAO15OCT2022.zip,0,-277301230.3507538,-4534164155.551819,0.186245098332304
2022-10-16,112422756216.132,UkraineControlMapAO16OCT2022.zip,0,-74050168.60310364,-4453830942.654388,0.186245098332304
2022-10-17,112422756216.132,UkraineControlMapAO17OCT2022.zip,0,-38560849.249694824,-4212992223.5638733,0.186245098332304
2022-10-18,112422756216.132,UkraineControlMapAO18OCT2022.zip,0,-38560849.249694824,-4179693681.9581604,0.186245098332304
2022-10-19,112422756216.132,UkraineControlMapAO19OCT2022.zip,0,-38560849.249694824,-4179693681.9581604,0.186245098332304
2022-10-20,112422756216.132,UkraineControlMapAO20OCT2022.zip,0,-38560849.249694824,-4179693681.9581604,0.186245098332304
2022-10-21,112422756216.132,UkraineControlMapAO21OCT2022.zip,0,0,-4175266885.9883575,0.186245098332304
2022-10-22,112408650375.063,UkraineControlMapAO22OCT2022.zip,-14105841.068481445,-14105841.068481445,-3919131274.437393,0.186221729898321
2022-10-23,112408650375.063,UkraineControlMapAO23OCT2022.zip,0,-14105841.068481445,-3733398255.466797,0.186221729898321
2022-10-24,112408650375.063,UkraineControlMapAO24OCT2022.zip,0,-14105841.068481445,-3427913928.913849,0.186221729898321
2022-10-25,112408650375.063,UkraineControlMapAO25OCT2022.zip,0,-14105841.068481445,-3201751807.961334,0.186221729898321
2022-10-26,112408650375.063,UkraineControlMapAO26OCT2022.zip,0,-14105841.068481445,-3201751807.961334,0.186221729898321
2022-10-27,112408650361.828,UkraineControlMapAO27OCT2022.zip,-13.235488891601562,-14105854.303970337,-3186979118.8318024,0.186221729876394
2022-10-28,112435473137.304,UkraineControlMapAO28OCT2022.zip,26822775.4763031,12716921.172332764,-2920153690.375458,0.186266165812892
2022-10-29,112435473137.304,UkraineControlMapAO29OCT2022.zip,0,26822762.24081421,-2920153690.375458,0.186266165812892
2022-10-30,112435473137.304,UkraineControlMapAO30OCT2022.zip,0,26822762.24081421,-2854202424.2015686,0.186266165812892
2022-10-31,112434746173.679,UkraineControlMapAO31OCT2022.zip,-726963.625076294,26095798.615737915,-2722322507.55748,0.186264961488995
2022-11-01,112434746173.679,UkraineControlMapAO1NOV2022.zip,0,26095798.615737915,-2513708173.9154053,0.186264961488995
2022-11-02,112434746173.679,UkraineControlMapAO2NOV2022.zip,0,26095798.615737915,-1609396115.0311737,0.186264961488995
2022-11-03,112434746173.679,UkraineControlMapAO03NOV2022.zip,0,26095811.851226807,-674084475.861496,0.186264961488995
2022-11-04,112434746173.679,UkraineControlMapAO04NOV2022.zip,0,-726963.625076294,-510548464.43296814,0.186264961488995
2022-11-05,112434746173.679,UkraineControlMapAO05NOV2022.zip,0,-726963.625076294,-467842266.4365692,0.186264961488995
2022-11-06,112430669336.03,UkraineControlMapAO06NOV2022.zip,-4076837.6495056152,-4803801.274581909,-269388110.45300293,0.186258207598106
2022-11-07,112430669336.03,UkraineControlMapAO07NOV2022.zip,0,-4076837.6495056152,-269388110.45300293,0.186258207598106
2022-11-08,112430669336.03,UkraineControlMapAO08NOV2022.zip,0,-4076837.6495056152,-66137048.70535278,0.186258207598106
2022-11-09,108902428429.9,UkraineControlMapAO09NOV2022.zip,-3528240906.1300507,-3532317743.7795563,-3558888635.4819946,0.180413149207624
2022-11-10,108902428429.9,UkraineControlMapAO10NOV2022.zip,0,-3532317743.7795563,-3558888635.4819946,0.180413149207624
2022-11-11,108865356014.472,UkraineControlMapAO11NOV2022.shp.zip,-37072415.4274292,-3569390159.2069855,-3595961050.909424,0.18035173321064
2022-11-12,108762187629.466,UkraineControlMapAO12NOV2022.zip,-103168385.00654602,-3672558544.2135315,-3699129435.91597,0.180180819361371
2022-11-13,108762187629.466,UkraineControlMAPAO13NOV2022.zip,0,-3668481706.564026,-3660568586.666275,0.180180819361371
2022-11-14,108762187629.466,UkraineControlMapAO14NOV2022.zip,0,-3668481706.564026,-3660568586.666275,0.180180819361371
2022-11-15,108685206520.504,UkraineControlMapAO15NOV2022.zip,-76981108.96212769,-3745462815.5261536,-3737549695.6284027,0.180053288648809
2022-11-16,108654260353.261,UkraineControlMapAO16NOV2022.zip,-30946167.242263794,-248168076.6383667,-3768495862.8706665,0.180002021697571
2022-11-17,108654260353.261,UkraineControlMapAO17NOV2022.zip,0,-248168076.6383667,-3768495862.8706665,0.180002021697571
2022-11-18,108654260353.261,UkraineControlMapAO18NOV2022.zip,0,-211095661.2109375,-3768495862.8706665,0.180002021697571
2022-11-19,108654260353.261,UkraineControlMapAO19NOV2022.zip,0,-107927276.20439148,-3768495862.8706665,0.180002021697571
2022-11-20,108654260353.261,UkraineControlMapAO20NOV2022.zip,0,-107927276.20439148,-3768495862.8706665,0.180002021697571
2022-11-21,108654260353.261,UkraineControlMapAO21NOV2022.zip,0,-107927276.20439148,-3754390021.802185,0.180002021697571
2022-11-22,108654260353.261,UkraineControlMapAO22NOV2022.zip,0,-30946167.242263794,-3754390021.802185,0.180002021697571
2022-11-23,108654260353.261,UkraineControlMapAO23NOV2022.zip,0,0,-3754390021.802185,0.180002021697571
2022-11-24,108654260353.261,UkraineControlMapAO24NOV2022.zip,0,0,-3754390021.802185,0.180002021697571
2022-11-25,108654260353.261,UkraineControlMapAO25NOV22.zip,0,0,-3754390021.802185,0.180002021697571
2022-11-26,108654260353.261,UkraineControlMapAO26NOV2022.zip,0,0,-3754390008.566696,0.180002021697571
2022-11-27,108654260353.261,UkraineControlMapAO27NOV2022.zip,0,0,-3781212784.0429993,0.180002021697571
2022-11-28,108654260353.261,UkraineControlMapAO28NOV2022.zip,0,0,-3781212784.0429993,0.180002021697571
2022-11-29,108654260353.261,UkraineControlMapAO29NOV2022.zip,0,0,-3781212784.0429993,0.180002021697571
2022-11-30,108503843572.103,UkraineControlMapAO30NOV2022.zip,-150416781.15867615,-150416781.15867615,-3930902601.576599,0.179752833818349
2022-12-01,108494612697.664,UkraineControlMapAO01DEC2022.zip,-9230874.438964844,-159647655.597641,-3940133476.015564,0.179737541495198
2022-12-02,108494612697.664,UkraineControlMapAO02DEC2022.zip,0,-159647655.597641,-3940133476.015564,0.179737541495198
2022-12-03,108464078585.128,UkraineControlMapAO03DEC2022.zip,-30534112.53514099,-190181768.13278198,-3970667588.550705,0.179686957174168
2022-12-04,108464078585.128,UkraineControlMapAO04DEC2022.zip,0,-190181768.13278198,-3970667588.550705,0.179686957174168
2022-12-05,108415094945.849,UkraineControlMapAO05DEC2022.zip,-48983639.27964783,-239165407.4124298,-4019651227.830353,0.179605808454626
2022-12-06,108415094945.849,UkraineControlMapAO06DEC2022.zip,0,-239165407.4124298,-4015574390.180847,0.179605808454626
2022-12-07,108415094945.849,UkraineControlMapAO07DEC2022.zip,0,-88748626.25375366,-4015574390.180847,0.179605808454626
2022-12-08,108351953742.218,UkraineControlMapAO08DEC2022.zip,-63141203.63105774,-142658955.44584656,-4078715593.811905,0.179501205613752
2022-12-09,108349257513.012,UkraineControlMapAO09DEC2022.zip,-2696229.20602417,-145355184.65187073,-553170916.8878784,0.179496738907095
2022-12-10,108316478068.286,UkraineControlMapAO10DEC2022.zip,-32779444.72605896,-147600516.8427887,-585950361.6139374,0.179442434857703
2022-12-11,108311745923.87,UkraineControlMapAO11DEC2022.zip,-4732144.415969849,-152332661.25875854,-553610090.602478,0.179434595353214
2022-12-12,108308452892.206,UkraineControlMapAO12DEC2022.zip,-3293031.6632385254,-106642053.64234924,-453734737.25917053,0.179429139954088
2022-12-13,108308452892.206,UkraineControlMapAO13DEC2022.zip,0,-106642053.64234924,-453734737.25917053,0.179429139954088
2022-12-14,108308452892.206,UkraineControlMapAO14DEC2022.zip,0,-106642053.64234924,-453734737.25917053,0.179429139954088
2022-12-15,108308452892.206,UkraineControlMapAO15DEC2022.zip,0,-43500850.011291504,-376753628.29704285,0.179429139954088
2022-12-16,108308452892.206,UkraineControlMapAO16DEC2022.zip,0,-40804620.805267334,-345807461.05477905,0.179429139954088
2022-12-17,108308452892.206,UkraineControlMapAO17DEC2022.zip,0,-8025176.079208374,-345807461.05477905,0.179429139954088
2022-12-18,108308452892.206,UkraineControlMapAO18DEC2022.zip,0,-3293031.6632385254,-345807461.05477905,0.179429139954088
2022-12-19,108308452892.206,UkraineControlMapAO19DEC2022.zip,0,0,-345807461.05477905,0.179429139954088
2022-12-20,108274217545.642,UkraineControlMapAO20DEC2022.zip,-34235346.564453125,-34235346.564453125,-380042807.6192322,0.179372423985703
2022-12-21,108455527238.545,UkraineControlMapAO21DEC2022.zip,181309692.90307617,147074346.33862305,-198733114.716156,0.179672790590471
2022-12-22,108455527238.545,UkraineControlMapAO22DEC2022.zip,0,147074346.33862305,-198733114.716156,0.179672790590471
2022-12-23,108455527238.545,UkraineControlMapAO23DEC2022.zip,0,147074346.33862305,-198733114.716156,0.179672790590471
2022-12-24,108455527238.545,UkraineControlMapAO24DEC2022.zip,0,147074346.33862305,-198733114.716156,0.179672790590471
2022-12-25,108455527238.545,UkraineControlMapAO25DEC2022.zip,0,147074346.33862305,-198733114.716156,0.179672790590471
2022-12-26,108455527238.545,UkraineControlMapAO26DEC2022.zip,0,147074346.33862305,-198733114.716156,0.179672790590471
2022-12-27,108455527238.545,UkraineControlMapAO27DEC2022.zip,0,181309692.90307617,-198733114.716156,0.179672790590471
2022-12-28,108481431548.608,UkraineControlMapAO28DEC2022.zip,25904310.062698364,25904310.062698364,-172828804.65345764,0.179715704951738
2022-12-29,108481431548.608,UkraineControlMapAO29DEC2022.zip,0,25904310.062698364,-172828804.65345764,0.179715704951738
2022-12-30,108481431548.608,UkraineControlMapAO30DEC2022.zip,0,25904310.062698364,-22412023.494781494,0.179715704951738
2022-12-31,108466363020.922,UkraineControlMapAO31DEC2022.zip,-15068527.685455322,10835782.377243042,-28249676.741271973,0.179690741683491
2023-01-01,108466363020.922,UkraineControlMapAO01JAN2023.zip,0,10835782.377243042,-28249676.741271973,0.179690741683491
2023-01-02,108466363020.922,UkraineControlMapAO02JAN2023.zip,0,10835782.377243042,2284435.7938690186,0.179690741683491
2023-01-03,108466363020.922,UkraineControlMapAO03JAN2023.zip,0,10835782.377243042,2284435.7938690186,0.179690741683491
2023-01-04,108466363020.922,UkraineControlMapAO04JAN2023.zip,0,-15068527.685455322,51268075.073516846,0.179690741683491
2023-01-05,108466363020.922,UkraineControlMapAO05JAN2023.zip,0,-15068527.685455322,51268075.073516846,0.179690741683491
2023-01-06,108466363020.922,UkraineControlMapAO06JAN2023.zip,0,-15068527.685455322,51268075.073516846,0.179690741683491
2023-01-07,108466363020.922,UkraineControlMapAO07JAN2023.zip,0,0,114409278.70457458,0.179690741683491
2023-01-08,108466363020.922,UkraineControlMapAO08JAN2023.zip,0,0,117105507.91059875,0.179690741683491
2023-01-09,108461156850.475,UkraineControlMapAO09JAN2023.zip,-5206170.446899414,-5206170.446899414,144678782.1897583,0.179682116884034
2023-01-10,108461156850.475,UkraineControlMapAO10JAN2023.zip,0,-5206170.446899414,149410926.60572815,0.179682116884034
2023-01-11,108461156850.475,UkraineControlMapAO11JAN2023.zip,0,-5206170.446899414,152703958.26896667,0.179682116884034
2023-01-12,108541192414.811,UkraineControlMapAO12JAN2023.zip,80035564.33596802,74829393.8890686,232739522.6049347,0.17981470775844
2023-01-13,108541192414.811,UkraineControlMapAO13JAN2023.zip,0,74829393.8890686,232739522.6049347,0.17981470775844
2023-01-14,108487114068.517,UkraineControlMapAO14JAN2023.zip,-54078346.2940979,20751047.594970703,178661176.3108368,0.179725118895275
2023-01-15,108487114068.517,UkraineControlMapAO15JAN2023.zip,0,20751047.594970703,178661176.3108368,0.179725118895275
2023-01-16,108487114068.517,UkraineControlMapAO16JAN2023.zip,0,25957218.041870117,178661176.3108368,0.179725118895275
2023-01-17,108487114068.517,UkraineControlMapAO17JAN2023.zip,0,25957218.041870117,178661176.3108368,0.179725118895275
2023-01-18,108487114068.517,UkraineControlMapAO18JAN2023.zip,0,25957218.041870117,178661176.3108368,0.179725118895275
2023-01-19,108487114068.517,UkraineControlMapAO19JAN2023.zip,0,-54078346.2940979,212896522.87528992,0.179725118895275
2023-01-20,108487114068.517,UkraineControlMapAO20JAN2023.zip,0,-54078346.2940979,31586829.972213745,0.179725118895275
2023-01-21,108659655777.284,UkraineControlMapAO21JAN2023.zip,172541708.76634216,172541708.76634216,204128538.7385559,0.180010960023862
2023-01-22,108659655777.284,UkraineControlMapAO22JAN2023.zip,0,172541708.76634216,204128538.7385559,0.180010960023862
2023-01-23,108659655777.284,UkraineControlMapAO23JAN2023.zip,0,172541708.76634216,204128538.7385559,0.180010960023862
2023-01-24,108659655777.284,UkraineControlMapAO24JAN2023.zip,0,172541708.76634216,204128538.7385559,0.180010960023862
2023-01-25,108659655777.284,UkraineControlMapAO25JAN2023.zip,0,172541708.76634216,204128538.7385559,0.180010960023862
2023-01-26,108659655777.284,UkraineControlMapAO26JAN2023.zip,0,172541708.76634216,204128538.7385559,0.180010960023862
2023-01-27,109186816945.28,UkraineControlMapAO27JAN2023.zip,527161167.9958191,699702876.7621613,705385396.6716766,0.180884281287945
2023-01-28,109186816945.28,UkraineControlMapAO28JAN2023.zip,0,527161167.9958191,705385396.6716766,0.180884281287945
2023-01-29,109167762563.476,UkraineControlMapAO29JAN2023.zip,-19054381.80303955,508106786.19277954,686331014.8686371,0.180852714856628
2023-01-30,109168249801.694,UkraineControlMapAO30JAN2023.zip,487238.21743774414,508594024.4102173,701886780.7715302,0.180853522039557
2023-01-31,109168249801.694,UkraineControlMapAO31JAN2023.zip,0,508594024.4102173,701886780.7715302,0.180853522039557
2023-02-01,109168249801.694,UkraineControlMapAO01FEB2023.zip,0,508594024.4102173,701886780.7715302,0.180853522039557
2023-02-02,109168249801.694,UkraineControlMapAO02FEB2023.zip,0,508594024.4102173,701886780.7715302,0.180853522039557
2023-02-03,109168249801.694,UkraineControlMapAO03FEB2023.zip,0,-18567143.585601807,701886780.7715302,0.180853522039557
2023-02-04,109168249801.694,UkraineControlMapAO04FEB2023.zip,0,-18567143.585601807,701886780.7715302,0.180853522039557
2023-02-05,109168249801.694,UkraineControlMapAO05FEB2023.zip,0,487238.21743774414,701886780.7715302,0.180853522039557
2023-02-06,109169867809.639,UkraineControlMapAO06FEB2023.zip,1618007.9455871582,1618007.9455871582,703504788.7171173,0.180856202511546
2023-02-07,109169867809.639,UkraineControlMapAO07FEB2023.zip,0,1618007.9455871582,703504788.7171173,0.180856202511546
2023-02-08,109169867809.639,UkraineControlMapAO08FEB2023.zip,0,1618007.9455871582,708710959.1640167,0.180856202511546
